topic,the concept of the topic,candidate,candidate masked,label,wikipedia article name,wikipedia url
We should ban partial birth abortions,partial birth abortions,"In 2010, he stated, ""I support the Roe v. Wade Supreme Court decision; however, I oppose federal funding of abortions (Hyde Amendment) and support banning of so-called partial-birth abortions.""[REF]","In 2010, he stated, ""I support the Roe v. Wade Supreme Court decision; however, I oppose federal funding of abortions (Hyde Amendment) and support banning of so-called TOPIC_CONCEPT.""[REF]",1,Charles Bass,https://en.wikipedia.org/wiki/Charles_Bass
We should ban partial birth abortions,partial birth abortions,"Questioned about United Kingdom government policy on the issue in Parliament, Baroness Andrews stated that ""We are not aware of the procedure referred to as 'partial-birth abortion' being used in Great Britain.","Questioned about United Kingdom government policy on the issue in Parliament, Baroness Andrews stated that ""We are not aware of the procedure referred to as 'TOPIC_CONCEPT' being used in Great Britain.",0,Intact dilation and extraction,https://en.wikipedia.org/wiki/Intact_dilation_and_extraction
We should ban partial birth abortions,partial birth abortions,"In addition to his fiscal and economic policies, Kemp advocated against abortion when Congress was considering a bill banning intact dilation and extractions [REF].","In addition to his fiscal and economic policies, Kemp advocated against abortion when Congress was considering a bill banning TOPIC_CONCEPT [REF].",0,Jack Kemp,https://en.wikipedia.org/wiki/Jack_Kemp
We should ban partial birth abortions,partial birth abortions,"In Gonzales v. Carhart (2007), the Court rejected a facial challenge to a federal ban on partial-birth abortion [REF].","In Gonzales v. Carhart (2007), the Court rejected a facial challenge to a federal ban on TOPIC_CONCEPT [REF].",0,Clarence Thomas,https://en.wikipedia.org/wiki/Clarence_Thomas
We should ban partial birth abortions,partial birth abortions,"The Court returned to the issue of abortion in the 2000 case of Stenberg v. Carhart, in which it invalidated a Nebraska statute outlawing partial-birth abortion.","The Court returned to the issue of abortion in the 2000 case of Stenberg v. Carhart, in which it invalidated a Nebraska statute outlawing TOPIC_CONCEPT.",0,Antonin Scalia,https://en.wikipedia.org/wiki/Antonin_Scalia
We should ban partial birth abortions,partial birth abortions,"While in the State Senate, Lauzen has also sponsored a ban on partial-birth abortion, has supported term limits for State Legislators,[REF] has tried to limit spending in the Illinois General Assembly, and has worked to reduce deficit spending in Illinois.","While in the State Senate, Lauzen has also sponsored a ban on TOPIC_CONCEPT, has supported term limits for State Legislators,[REF] has tried to limit spending in the Illinois General Assembly, and has worked to reduce deficit spending in Illinois.",1,Chris Lauzen,https://en.wikipedia.org/wiki/Chris_Lauzen
We should ban partial birth abortions,partial birth abortions,The United States Supreme Court upheld the 2003 partial-birth abortion ban by a narrow majority of 5-4.,The United States Supreme Court upheld the 2003 TOPIC_CONCEPT ban by a narrow majority of 5-4.,1,Abortion in the United States by state,https://en.wikipedia.org/wiki/Abortion_in_the_United_States_by_state
We should ban partial birth abortions,partial birth abortions,"In 2003, Byrd voted for the Partial-Birth Abortion Ban Act, which prohibits intact dilation and extraction [REF].","In 2003, Byrd voted for the Partial-Birth Abortion Ban Act, which prohibits TOPIC_CONCEPT [REF].",1,Robert Byrd,https://en.wikipedia.org/wiki/Robert_Byrd
We should ban partial birth abortions,partial birth abortions,"In Stenberg v. Carhart (2000), the Court struck down a state ban on partial-birth abortion, concluding that it failed the ""undue burden"" test established in Casey.","In Stenberg v. Carhart (2000), the Court struck down a state ban on TOPIC_CONCEPT, concluding that it failed the ""undue burden"" test established in Casey.",1,Clarence Thomas,https://en.wikipedia.org/wiki/Clarence_Thomas
We should ban partial birth abortions,partial birth abortions,"In 1997, McCarthy voted against a ban on late-term partial-birth abortions.","In 1997, McCarthy voted against a ban on late-term TOPIC_CONCEPT.",1,Carolyn McCarthy,https://en.wikipedia.org/wiki/Carolyn_McCarthy
We should ban partial birth abortions,partial birth abortions,"On June 24, 2008, Wilkinson authored a concurring opinion in Richmond Medical Center For Women v. Herring, which upheld the Virginia ban on partial-birth abortions.","On June 24, 2008, Wilkinson authored a concurring opinion in Richmond Medical Center For Women v. Herring, which upheld the Virginia ban on TOPIC_CONCEPT.",1,J. Harvie Wilkinson III,https://en.wikipedia.org/wiki/J._Harvie_Wilkinson_III
We should ban partial birth abortions,partial birth abortions,"As Chairman of the House Subcommittee on the Constitution, Chabot authored the legislation to ban the practice of partial-birth abortion.","As Chairman of the House Subcommittee on the Constitution, Chabot authored the legislation to ban the practice of TOPIC_CONCEPT.",1,Steve Chabot,https://en.wikipedia.org/wiki/Steve_Chabot
We should ban partial birth abortions,partial birth abortions,"For example, in 1996, Cardinals Bernard Law and James Hickey urged Catholics not to re-elect President Bill Clinton after he vetoed a law banning intact dilation and extraction.","For example, in 1996, Cardinals Bernard Law and James Hickey urged Catholics not to re-elect President Bill Clinton after he vetoed a law banning TOPIC_CONCEPT.",0,Catholic Church and the politics of abortion,https://en.wikipedia.org/wiki/Catholic_Church_and_the_politics_of_abortion
We should ban partial birth abortions,partial birth abortions,"In the United States, the Supreme Court has ruled that a legal ban on intact dilation and extraction procedures does not apply if feticide is completed before surgery starts [REF].","In the United States, the Supreme Court has ruled that a legal ban on TOPIC_CONCEPT procedures does not apply if feticide is completed before surgery starts [REF].",0,Feticide,https://en.wikipedia.org/wiki/Feticide
We should ban partial birth abortions,partial birth abortions,"Examples include vast bipartisan and popular support for one side of various supposedly controversial issues; a majority of both major parties in Congress voted to cut taxes in 2001, to authorize use of force in Iraq in 2002, and to ban partial-birth abortion in 2003.","Examples include vast bipartisan and popular support for one side of various supposedly controversial issues; a majority of both major parties in Congress voted to cut taxes in 2001, to authorize use of force in Iraq in 2002, and to ban TOPIC_CONCEPT in 2003.",0,Polarization (politics),https://en.wikipedia.org/wiki/Polarization_(politics)
We should ban partial birth abortions,partial birth abortions,"2000: During his competition with Hillary Clinton for a New York State seat in the United States Senate, he said that he supported then president Bill Clinton's veto of a law that banned intact dilation and extraction: ""I would vote to preserve the option for women.""[REF] .","2000: During his competition with Hillary Clinton for a New York State seat in the United States Senate, he said that he supported then president Bill Clinton's veto of a law that banned TOPIC_CONCEPT: ""I would vote to preserve the option for women.""[REF] .",0,Political positions of Rudy Giuliani,https://en.wikipedia.org/wiki/Political_positions_of_Rudy_Giuliani
We should ban partial birth abortions,partial birth abortions,"Shortly after Dickerson was decided, the Court dealt with another abortion case, this time dealing with partial birth abortion in Stenberg v. Carhart (2000).","Shortly after Dickerson was decided, the Court dealt with another abortion case, this time dealing with TOPIC_CONCEPT in Stenberg v. Carhart (2000).",0,William Rehnquist,https://en.wikipedia.org/wiki/William_Rehnquist
